InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country
555025,23254,CHILDRENS CUTLERY DOLLY GIRL,4,4.15,17648.0,United Kingdom
549715,35916C,PINK FELT HANGING HEART W FLOWER,12,0.85,13203.0,United Kingdom
546950,22367,CHILDRENS APRON SPACEBOY DESIGN,2,1.95,16511.0,United Kingdom
540023,20676,RED RETROSPOT BOWL,3,1.25,15039.0,United Kingdom
566846,22375,AIRLINE BAG VINTAGE JET SET BROWN,24,3.95,14911.0,EIRE
552285,21974,SET OF 36 PAISLEY FLOWER DOILIES,2,1.45,14684.0,United Kingdom
578515,22227,HANGING HEART MIRROR DECORATION,1,0.65,16885.0,United Kingdom
566290,21984,PACK OF 12 PINK PAISLEY TISSUES,12,0.39,14456.0,United Kingdom
571034,21935,SUKI  SHOULDER BAG,10,1.65,12359.0,Cyprus
553931,23282,FOLDING BUTTERFLY MIRROR IVORY,12,0.83,14911.0,EIRE
571217,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,2.89,17451.0,United Kingdom
547058,21937,STRAWBERRY   PICNIC BAG,5,2.95,14232.0,United Kingdom
573020,22568,FELTCRAFT CUSHION OWL,4,3.75,14842.0,United Kingdom
573140,23013,GLASS APOTHECARY BOTTLE TONIC,12,3.45,15955.0,United Kingdom
560246,23203,JUMBO BAG DOILEY PATTERNS,10,2.08,14292.0,United Kingdom
570223,21803,CHRISTMAS TREE STAR DECORATION,4,0.42,15787.0,United Kingdom
572881,23072,MARIE ANTOINETTE TRINKET BOX SILVER,168,1.0,12748.0,United Kingdom
551558,21041,RED RETROSPOT OVEN GLOVE DOUBLE,1,2.95,17841.0,United Kingdom
573932,21495,SKULLS AND CROSSBONES WRAP,200,0.36,17966.0,United Kingdom
545675,22993,SET OF 4 PANTRY JELLY MOULDS,12,1.25,18223.0,United Kingdom
555551,79163,BLACK CHAMPAGNE GLASS,48,0.39,14696.0,United Kingdom
561926,23118,PARISIENNE JEWELLERY DRAWER,2,7.5,12749.0,United Kingdom
570652,23369,SET 36 COLOUR PENCILS LOVE LONDON,16,1.25,17863.0,United Kingdom
574659,23356,LOVE HOT WATER BOTTLE,1,5.95,16942.0,United Kingdom
551516,22431,WATERING CAN BLUE ELEPHANT,3,1.95,14800.0,United Kingdom
567818,21166,COOK WITH WINE METAL SIGN,6,2.08,14395.0,United Kingdom
541816,22767,TRIPLE PHOTO FRAME CORNICE,2,9.95,17799.0,United Kingdom
554069,22147,FELTCRAFT BUTTERFLY HEARTS,12,1.45,15281.0,United Kingdom
580632,22152,PLACE SETTING WHITE STAR,24,0.42,16360.0,United Kingdom
560280,22333,RETROSPOT PARTY BAG + STICKER SET,48,1.45,16422.0,United Kingdom
562587,23256,CHILDRENS CUTLERY SPACEBOY,6,4.15,15640.0,United Kingdom
558861,22961,JAM MAKING SET PRINTED,12,1.45,13373.0,United Kingdom
542608,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,3,2.1,16770.0,United Kingdom
577438,23583,LUNCH BAG PAISLEY PARK,2,1.65,18118.0,United Kingdom
568868,23129,HEART SHAPED HOLLY WREATH,4,4.15,12957.0,United Kingdom
581147,23263,SET OF 3 WOODEN HEART DECORATIONS,1,1.25,16426.0,United Kingdom
568069,23127,FELTCRAFT GIRL NICOLE KIT,4,4.95,13336.0,United Kingdom
562439,21731,RED TOADSTOOL LED NIGHT LIGHT,576,1.45,12931.0,United Kingdom
543740,20713,JUMBO BAG OWLS,1,1.95,15311.0,United Kingdom
559697,22993,SET OF 4 PANTRY JELLY MOULDS,2,1.25,15577.0,United Kingdom
541115,22519,CHILDS GARDEN BRUSH PINK,6,2.1,12578.0,Italy
561009,22997,TRAVEL CARD WALLET UNION JACK,24,0.42,15856.0,United Kingdom
570249,22732,3D VINTAGE CHRISTMAS STICKERS,18,1.25,17509.0,United Kingdom
563565,21218,RED SPOTTY BISCUIT TIN,2,3.75,17338.0,United Kingdom
569833,21883,STARS GIFT TAPE,12,0.65,15306.0,United Kingdom
548737,22383,LUNCH BAG SUKI DESIGN,10,1.65,12682.0,France
549949,84882,GREEN WIRE STANDING CANDLE HOLDER,2,3.75,13208.0,United Kingdom
570509,22418,10 COLOUR SPACEBOY PEN,24,0.85,13109.0,United Kingdom
559331,23285,PINK VINTAGE SPOT BEAKER,8,0.85,16156.0,United Kingdom
575867,20677,PINK POLKADOT BOWL,1,1.25,15034.0,United Kingdom
580119,21615,4 LAVENDER BOTANICAL DINNER CANDLES,1,3.75,17920.0,United Kingdom
558194,22355,CHARLOTTE BAG SUKI DESIGN,6,0.85,14583.0,United Kingdom
547066,21042,RED RETROSPOT APRON,3,5.95,12921.0,United Kingdom
550464,21380,WOODEN HAPPY BIRTHDAY GARLAND,4,2.95,16550.0,United Kingdom
569667,22178,VICTORIAN GLASS HANGING T-LIGHT,6,1.95,17521.0,United Kingdom
569406,85231G,ORANGE SCENTED SET/9 T-LIGHTS,24,0.85,16253.0,United Kingdom
547507,22097,SWALLOW SQUARE TISSUE BOX,12,1.25,16859.0,United Kingdom
575892,21620,SET OF 4 ROSE BOTANICAL CANDLES,6,1.25,16332.0,United Kingdom
575481,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,12,0.19,15679.0,United Kingdom
573066,23188,VINTAGE  2 METRE FOLDING RULER,3,1.65,16026.0,United Kingdom
538716,22621,TRADITIONAL KNITTING NANCY,12,1.45,14907.0,United Kingdom
568346,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,8.29,14096.0,United Kingdom
559017,22574,HEART WOODEN CHRISTMAS DECORATION,10,0.85,14034.0,United Kingdom
570796,21733,RED HANGING HEART T-LIGHT HOLDER,2,2.95,16241.0,United Kingdom
580672,23508,MINI PLAYING CARDS DOLLY GIRL,2,0.42,17920.0,United Kingdom
555603,21174,POTTERING IN THE SHED METAL SIGN,12,2.08,16209.0,United Kingdom
560906,23170,REGENCY TEA PLATE ROSES,12,1.65,15827.0,United Kingdom
557308,15056P,EDWARDIAN PARASOL PINK,1,5.95,16744.0,United Kingdom
547729,22860,EASTER TIN CHICKS PINK DAISY,1,1.65,15529.0,United Kingdom
574049,23493,VINTAGE DOILY TRAVEL SEWING KIT,200,1.65,13316.0,United Kingdom
571418,23145,ZINC T-LIGHT HOLDER STAR LARGE,1,0.95,16412.0,United Kingdom
555247,48194,DOORMAT HEARTS,4,7.95,14315.0,United Kingdom
553219,85174,S/4 CACTI CANDLES,4,4.95,13769.0,United Kingdom
581478,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,24,1.25,17364.0,United Kingdom
575957,84508C,BLUE CIRCLES DESIGN TEDDY,1,2.55,13170.0,United Kingdom
542786,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,5.95,17314.0,United Kingdom
579525,23373,VINTAGE CHRISTMAS PAPER GIFT BAG,30,0.82,15113.0,United Kingdom
581404,21166,COOK WITH WINE METAL SIGN,6,2.08,13680.0,United Kingdom
559364,22385,JUMBO BAG SPACEBOY DESIGN,10,2.08,17735.0,United Kingdom
536367,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,4.25,13047.0,United Kingdom
573195,22979,PANTRY WASHING UP BRUSH,12,1.45,12432.0,Norway
541274,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,3.75,15696.0,United Kingdom
561773,22371,AIRLINE BAG VINTAGE TOKYO 78,1,4.25,17841.0,United Kingdom
572285,23534,WALL ART STOP FOR TEA,2,5.95,14698.0,United Kingdom
579749,23256,CHILDRENS CUTLERY SPACEBOY,8,4.15,13362.0,United Kingdom
558862,22697,GREEN REGENCY TEACUP AND SAUCER,12,2.95,13901.0,United Kingdom
569120,22352,LUNCH BOX WITH CUTLERY RETROSPOT,12,2.55,12583.0,France
578289,23210,WHITE ROCKING HORSE HAND PAINTED,2,1.25,17841.0,United Kingdom
545234,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,4.95,18075.0,United Kingdom
547946,47599B,BLUE PARTY BAGS,12,2.1,12971.0,United Kingdom
539250,21616,4 PEAR BOTANICAL DINNER CANDLES,12,1.25,15157.0,United Kingdom
563709,22603,CHRISTMAS RETROSPOT TREE WOOD,6,0.85,15472.0,United Kingdom
580526,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,1.25,16535.0,United Kingdom
546851,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,2.25,12480.0,Germany
567211,84596F,SMALL MARSHMALLOWS PINK BOWL,8,0.42,14159.0,United Kingdom
562049,22551,PLASTERS IN TIN SPACEBOY,12,1.65,14133.0,United Kingdom
565616,23210,WHITE ROCKING HORSE HAND PAINTED,24,1.25,15238.0,United Kingdom
543804,21527,RED RETROSPOT TRADITIONAL TEAPOT,2,7.95,16434.0,United Kingdom
566566,21684,SMALL MEDINA STAMPED METAL BOWL,1,2.46,14096.0,United Kingdom
557260,84429A,MEDIUM PINK BUDDHA HEAD,6,2.95,17932.0,United Kingdom
561709,22296,HEART IVORY TRELLIS LARGE,10,1.65,17790.0,United Kingdom
580311,23474,WOODLAND SMALL BLUE FELT HEART,12,0.83,18245.0,United Kingdom
567866,22426,ENAMEL WASH BOWL CREAM,8,3.75,16669.0,United Kingdom
536576,22095,LADS ONLY TISSUE BOX,72,1.25,13777.0,United Kingdom
578147,22197,POPCORN HOLDER,4,0.85,12748.0,United Kingdom
557317,23047,PAPER LANTERN 5 POINT SEQUIN STAR,1,5.75,12837.0,United Kingdom
552013,22326,ROUND SNACK BOXES SET OF4 WOODLAND,18,2.95,12451.0,Switzerland
536975,21164,HOME SWEET HOME METAL SIGN,6,2.95,14911.0,EIRE
537395,21181,PLEASE ONE PERSON METAL SIGN,1,2.1,15356.0,United Kingdom
570458,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,0.29,14535.0,United Kingdom
577906,M,Manual,76,0.29,13268.0,United Kingdom
573138,23396,LE JARDIN BOTANIQUE CUSHION COVER,2,3.75,15023.0,United Kingdom
569653,22629,SPACEBOY LUNCH BOX,24,1.95,12451.0,Switzerland
560552,22360,GLASS JAR ENGLISH CONFECTIONERY,24,2.55,15311.0,United Kingdom
536783,35001G,HAND OPEN SHAPE GOLD,42,3.39,15061.0,United Kingdom
576971,23079,TOADSTOOL BEDSIDE LIGHT,2,8.95,14032.0,United Kingdom
572703,21974,SET OF 36 PAISLEY FLOWER DOILIES,1,1.45,16110.0,United Kingdom
554028,84818,DANISH ROSE PHOTO FRAME,24,2.55,15410.0,United Kingdom
553894,22423,REGENCY CAKESTAND 3 TIER,6,12.75,13658.0,United Kingdom
544074,22326,ROUND SNACK BOXES SET OF4 WOODLAND,2,2.95,14156.0,EIRE
553869,22423,REGENCY CAKESTAND 3 TIER,6,12.75,15394.0,United Kingdom
548215,22197,SMALL POPCORN HOLDER,12,0.85,15674.0,United Kingdom
574253,21497,FANCY FONTS BIRTHDAY WRAP,25,0.42,15252.0,United Kingdom
569219,23343,JUMBO BAG VINTAGE CHRISTMAS,1,2.08,13558.0,United Kingdom
550438,48194,DOORMAT HEARTS,2,7.95,15265.0,United Kingdom
561534,23297,SET 40 HEART SHAPE PETIT FOUR CASES,12,1.65,14307.0,United Kingdom
565331,21059,PARTY INVITES DINOSAURS,2,0.85,16674.0,United Kingdom
572051,23478,WOODLAND LARGE PINK FELT HEART,192,1.04,14646.0,Netherlands
581501,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,12,0.79,12985.0,United Kingdom
551960,21754,HOME BUILDING BLOCK WORD,3,5.95,18239.0,United Kingdom
561773,35653,VINTAGE BEAD NOTEBOOK,3,2.95,17841.0,United Kingdom
571081,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2.95,16775.0,United Kingdom
553540,23174,REGENCY SUGAR BOWL GREEN,6,4.15,17511.0,United Kingdom
541279,22133,PINK LOVE HEART SHAPE CUP,12,0.85,18223.0,United Kingdom
574477,22163,HEART STRING MEMO HOLDER HANGING,2,0.79,15453.0,United Kingdom
541136,79321,CHILLI LIGHTS,24,4.25,18229.0,United Kingdom
545555,21534,DAIRY MAID LARGE MILK JUG,2,4.95,17757.0,United Kingdom
542709,22491,PACK OF 12 COLOURED PENCILS,12,0.85,15144.0,United Kingdom
576053,21914,BLUE HARMONICA IN BOX,6,1.25,16726.0,United Kingdom
568165,23152,IVORY SWEETHEART WIRE LETTER RACK,6,3.75,17131.0,United Kingdom
565472,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,4.95,16255.0,United Kingdom
540031,84924A,WAKE UP COCKEREL CALENDAR SIGN,5,3.75,17975.0,United Kingdom
576890,20719,WOODLAND CHARLOTTE BAG,10,0.85,12662.0,Germany
547667,23000,TRAVEL CARD WALLET TRANSPORT,24,0.42,16700.0,United Kingdom
575073,85099C,JUMBO  BAG BAROQUE BLACK WHITE,4,2.08,13975.0,United Kingdom
556732,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,1.25,15039.0,United Kingdom
550331,22294,HEART FILIGREE DOVE  SMALL,2,1.25,15555.0,United Kingdom
551270,84712B,PINK JEWELLED PHOTO FRAME,1,7.95,15891.0,United Kingdom
552269,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2.95,16121.0,United Kingdom
557525,23254,CHILDRENS CUTLERY DOLLY GIRL,4,4.15,12759.0,Netherlands
572315,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,4,1.25,14504.0,United Kingdom
568662,20717,STRAWBERRY SHOPPER BAG,1,1.25,16764.0,United Kingdom
547209,22055,MINI CAKE STAND  HANGING STRAWBERY,8,1.65,13081.0,United Kingdom
577057,21930,JUMBO STORAGE BAG SKULLS,1,2.08,12748.0,United Kingdom
558703,22984,CARD GINGHAM ROSE,12,0.42,13730.0,United Kingdom
545345,21844,RED RETROSPOT MUG,6,2.95,14180.0,United Kingdom
550017,21171,BATHROOM METAL SIGN,12,1.45,17865.0,United Kingdom
549307,22941,CHRISTMAS LIGHTS 10 REINDEER,2,8.5,15119.0,United Kingdom
565122,21240,BLUE POLKADOT CUP,8,0.85,13069.0,United Kingdom
581237,23569,TRADTIONAL ALPHABET STAMP SET,2,4.95,15443.0,United Kingdom
549596,22149,FELTCRAFT 6 FLOWER FRIENDS,12,2.1,14339.0,United Kingdom
547374,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,1.25,16110.0,United Kingdom
561236,22379,RECYCLING BAG RETROSPOT,5,2.1,15159.0,United Kingdom
557674,21213,PACK OF 72 SKULL CAKE CASES,120,0.42,16422.0,United Kingdom
548156,22960,JAM MAKING SET WITH JARS,2,4.25,14871.0,United Kingdom
546031,79321,CHILLI LIGHTS,8,5.75,13267.0,United Kingdom
577774,23350,ROLL WRAP VINTAGE SPOT,3,1.25,16712.0,United Kingdom
557296,47566,PARTY BUNTING,1,4.95,15334.0,United Kingdom
571294,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,8.25,16987.0,United Kingdom
548978,48187,DOORMAT NEW ENGLAND,2,7.95,15727.0,United Kingdom
564353,21704,BAG 250g SWIRLY MARBLES,24,0.85,15764.0,United Kingdom
567846,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,1.65,13486.0,United Kingdom
548450,82600,NO SINGING METAL SIGN,12,2.1,15856.0,United Kingdom
543832,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,3.95,13381.0,United Kingdom
548257,37449,CERAMIC CAKE STAND + HANGING CAKES,8,8.5,13802.0,United Kingdom
578926,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,2.95,18156.0,United Kingdom
563355,35923,CANDY HEART HANGING DECORATION,12,0.39,14156.0,EIRE
560183,22421,LIPSTICK PEN FUSCHIA,100,0.36,12971.0,United Kingdom
569491,23209,LUNCH BAG VINTAGE DOILY,3,1.65,14056.0,United Kingdom
550622,20679,EDWARDIAN PARASOL RED,4,5.95,13735.0,United Kingdom
556486,85015,SET OF 12  VINTAGE POSTCARD SET,24,0.65,17422.0,United Kingdom
566647,23559,WOODLAND BUNNIES LOLLY MAKERS,1,2.08,18001.0,United Kingdom
563031,23236,STORAGE TIN VINTAGE DOILY,2,2.89,13263.0,United Kingdom
548968,22979,PANTRY WASHING UP BRUSH,12,1.45,12744.0,Singapore
567915,21581,SKULLS  DESIGN  COTTON TOTE BAG,6,2.25,12579.0,France
565740,23316,RED REFECTORY CLOCK,12,8.15,15189.0,United Kingdom
548737,20726,LUNCH BAG WOODLAND,10,1.65,12682.0,France
548610,20679,EDWARDIAN PARASOL RED,1,5.95,15860.0,United Kingdom
557262,22383,LUNCH BAG SUKI DESIGN,3,1.65,16923.0,United Kingdom
577773,22260,FELT EGG COSY BLUE RABBIT,3,0.85,16712.0,United Kingdom
575367,23265,SET OF 3 WOODEN TREE DECORATIONS,12,1.25,15114.0,United Kingdom
540475,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,24,1.25,15311.0,United Kingdom
556040,21917,SET 12 KIDS  WHITE CHALK STICKS,24,0.42,14622.0,United Kingdom
572552,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,5.79,14096.0,United Kingdom
574046,22993,SET OF 4 PANTRY JELLY MOULDS,2,1.25,15743.0,United Kingdom
539185,20910,VINTAGE PHOTO ALBUM PARIS DAYS,2,6.35,16470.0,United Kingdom
546537,22385,JUMBO BAG SPACEBOY DESIGN,1,1.95,15005.0,United Kingdom
569815,82482,WOODEN PICTURE FRAME WHITE FINISH,72,2.1,15838.0,United Kingdom
536840,21212,PACK OF 72 RETROSPOT CAKE CASES,24,0.55,12738.0,Germany
579293,23236,STORAGE TIN VINTAGE DOILY,2,2.89,14419.0,United Kingdom
549829,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,1.65,16713.0,United Kingdom
578818,21620,SET OF 4 ROSE BOTANICAL CANDLES,1,1.25,17920.0,United Kingdom
539311,84799,SPRIG LAVENDER ARTIFICIAL FLOWER,48,0.42,14643.0,United Kingdom
576927,21463,MIRRORED DISCO BALL,2,5.95,12567.0,France
578787,22423,REGENCY CAKESTAND 3 TIER,2,12.75,13589.0,United Kingdom
551270,22211,WOOD STAMP SET FLOWERS,16,1.65,15891.0,United Kingdom
568075,90014A,SILVER/MOP ORBIT NECKLACE,1,9.95,14652.0,United Kingdom
558906,22565,FELTCRAFT HAIRBANDS PINK AND WHITE,12,0.85,15555.0,United Kingdom
577527,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,2.1,17523.0,United Kingdom
560185,17003,BROCADE RING PURSE,216,0.29,14676.0,United Kingdom
564856,21206,STRAWBERRY HONEYCOMB  GARLAND,12,1.65,12477.0,Germany
541103,21217,RED RETROSPOT ROUND CAKE TINS,3,9.95,14215.0,United Kingdom
572475,22364,GLASS JAR DIGESTIVE BISCUITS,1,2.95,15271.0,United Kingdom
573387,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1,2.55,15054.0,United Kingdom
559107,21212,PACK OF 72 RETROSPOT CAKE CASES,1,0.55,15334.0,United Kingdom
577526,22617,BAKING SET SPACEBOY DESIGN,3,4.95,16513.0,United Kingdom
576877,21014,SWISS CHALET TREE DECORATION,24,0.29,16804.0,United Kingdom
574034,22597,MUSICAL ZINC HEART DECORATION,2,0.29,17841.0,United Kingdom
561042,23206,LUNCH BAG APPLE DESIGN,10,1.65,16305.0,United Kingdom
577337,23165,LARGE CERAMIC TOP STORAGE JAR,3,1.65,15494.0,United Kingdom
567721,20724,RED RETROSPOT CHARLOTTE BAG,100,0.72,12409.0,Switzerland
562127,47518F,ICON PLACEMAT POP ART ELVIS,24,0.12,13717.0,United Kingdom
566085,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,1,1.25,17841.0,United Kingdom
572066,22187,GREEN CHRISTMAS TREE CARD HOLDER,24,1.95,15159.0,United Kingdom
567873,21156,RETROSPOT CHILDRENS APRON,8,1.95,13055.0,United Kingdom
561036,21172,PARTY METAL SIGN,2,1.45,13137.0,United Kingdom
572183,23559,WOODLAND BUNNIES LOLLY MAKERS,6,2.08,16153.0,United Kingdom
572047,22326,ROUND SNACK BOXES SET OF4 WOODLAND,3,2.95,16474.0,United Kingdom
543486,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,4.95,13319.0,United Kingdom
570650,22699,ROSES REGENCY TEACUP AND SAUCER,1,2.95,13263.0,United Kingdom
556056,46000M,POLYESTER FILLER PAD 45x45cm,1,1.55,17841.0,United Kingdom
545074,85203,HANGING WOOD AND FELT BUTTERFLY,24,0.42,17655.0,United Kingdom
580513,23369,SET 36 COLOUR PENCILS LOVE LONDON,1,1.25,14456.0,United Kingdom
558042,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,4.95,13870.0,United Kingdom
549734,84997C,CHILDRENS CUTLERY POLKADOT BLUE,2,4.15,16409.0,United Kingdom
561926,23173,REGENCY TEAPOT ROSES,2,9.95,12749.0,United Kingdom
560863,22174,PHOTO CUBE,6,1.65,12748.0,United Kingdom
568139,22420,LIPSTICK PEN BABY PINK,12,0.42,13083.0,United Kingdom
560916,C2,CARRIAGE,1,50.0,14911.0,EIRE
545665,21386,IVORY HANGING DECORATION  EGG,12,0.85,17535.0,United Kingdom
550512,22297,HEART IVORY TRELLIS SMALL,2,1.25,18069.0,United Kingdom
568712,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,4.95,17841.0,United Kingdom
577554,23570,TRADITIONAL PICK UP STICKS GAME,2,1.25,15533.0,United Kingdom
551993,22139,RETROSPOT TEA SET CERAMIC 11 PC,1,4.95,14697.0,United Kingdom
566726,22595,GINGHAM HEART DECORATION,1,0.85,15021.0,United Kingdom
546928,22258,FELT FARM ANIMAL RABBIT,12,1.25,17685.0,United Kingdom
578022,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2.1,17371.0,United Kingdom
546389,22846,BREAD BIN DINER STYLE RED,1,16.95,16801.0,United Kingdom
555418,22457,NATURAL SLATE HEART CHALKBOARD,6,2.95,15498.0,United Kingdom
569671,22158,3 HEARTS HANGING DECORATION RUSTIC,8,2.95,16020.0,United Kingdom
579605,22082,RIBBON REEL STRIPES DESIGN,10,1.65,15024.0,United Kingdom
545937,22899,CHILDREN'S APRON DOLLY GIRL,6,2.1,12758.0,Portugal
566789,23344,JUMBO BAG 50'S CHRISTMAS,10,2.08,13134.0,United Kingdom
569919,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,1.65,15300.0,United Kingdom
564147,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,1.25,14004.0,United Kingdom
567183,23378,PACK OF 12 50'S CHRISTMAS TISSUES,12,0.39,14769.0,United Kingdom
572074,22426,ENAMEL WASH BOWL CREAM,2,3.75,16284.0,United Kingdom
565192,22493,PAINT YOUR OWN CANVAS SET,7,1.65,17220.0,United Kingdom
558501,23029,DRAWER KNOB CRACKLE GLAZE GREEN,6,1.65,13871.0,United Kingdom
580276,22537,MAGIC DRAWING SLATE DINOSAUR,5,0.42,16426.0,United Kingdom
570649,23534,WALL ART STOP FOR TEA,3,5.95,17659.0,United Kingdom
561911,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,1.25,12534.0,Germany
561607,85066,CREAM SWEETHEART MINI CHEST,6,12.75,17389.0,United Kingdom
567822,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,24,0.83,17644.0,United Kingdom
564303,22750,FELTCRAFT PRINCESS LOLA DOLL,4,3.75,16042.0,United Kingdom
575607,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,2,3.29,14096.0,United Kingdom
572885,20713,JUMBO BAG OWLS,100,1.79,15311.0,United Kingdom
568376,22998,TRAVEL CARD WALLET KEEP CALM,72,0.42,14031.0,United Kingdom
571441,21894,POTTING SHED SEED ENVELOPES,6,2.46,14096.0,United Kingdom
558991,21206,STRAWBERRY HONEYCOMB  GARLAND,2,1.65,14606.0,United Kingdom
575206,23307,SET OF 60 PANTRY DESIGN CAKE CASES,48,0.42,14298.0,United Kingdom
576019,84406B,CREAM CUPID HEARTS COAT HANGER,4,4.15,12865.0,Austria
572318,22966,GINGERBREAD MAN COOKIE CUTTER,2,1.25,15436.0,United Kingdom
577479,21704,BAG 250g SWIRLY MARBLES,12,0.85,14911.0,EIRE
576909,23307,SET OF 60 PANTRY DESIGN CAKE CASES,24,0.55,12471.0,Germany
558437,20677,PINK POLKADOT BOWL,4,1.25,17799.0,United Kingdom
570488,21356,TOAST ITS - FAIRY FLOWER,1,2.46,14096.0,United Kingdom
579194,21791,VINTAGE HEADS AND TAILS CARD GAME,12,1.25,15804.0,United Kingdom
580632,22083,PAPER CHAIN KIT RETROSPOT,1,2.95,16360.0,United Kingdom
557006,22071,SMALL WHITE RETROSPOT MUG IN BOX,6,3.75,14282.0,United Kingdom
571657,22728,ALARM CLOCK BAKELIKE PINK,4,3.75,13835.0,United Kingdom
571046,22970,LONDON BUS COFFEE MUG,1,2.55,18096.0,United Kingdom
565456,37500,TEA TIME TEAPOT IN GIFT BOX,1,4.95,16629.0,United Kingdom
579666,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,0.85,14893.0,United Kingdom
570116,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,5,3.25,12856.0,United Kingdom
543978,21212,PACK OF 72 RETROSPOT CAKE CASES,6,0.55,12867.0,United Kingdom
559921,82551,LAUNDRY 15C METAL SIGN,2,1.45,13667.0,United Kingdom
549646,22969,HOMEMADE JAM SCENTED CANDLES,12,1.45,12982.0,United Kingdom
548409,48138,DOORMAT UNION FLAG,10,6.75,12731.0,France
580128,21843,RED RETROSPOT CAKE STAND,2,10.95,17576.0,United Kingdom
578518,22312,OFFICE MUG WARMER POLKADOT,1,2.95,14606.0,United Kingdom
572307,21822,GLITTER CHRISTMAS TREE WITH BELLS,12,0.79,16905.0,United Kingdom
578942,23505,PLAYING CARDS I LOVE LONDON,1,1.25,17288.0,United Kingdom
543539,22682,FRENCH BLUE METAL DOOR SIGN 7,1,1.25,17757.0,United Kingdom
578506,21914,BLUE HARMONICA IN BOX,2,1.25,17458.0,United Kingdom
547910,84991,60 TEATIME FAIRY CAKE CASES,3,0.55,14159.0,United Kingdom
571289,23132,SMALL IVORY HEART WALL ORGANISER,6,5.75,15113.0,United Kingdom
566040,23275,SET OF 3 HANGING OWLS OLLIE BEAK,24,1.25,12540.0,Spain
572856,20712,JUMBO BAG WOODLAND ANIMALS,1,2.08,18118.0,United Kingdom
580283,20840,FRENCH FLORAL CUSHION COVER,24,0.85,16133.0,United Kingdom
554380,22900,SET 2 TEA TOWELS I LOVE LONDON,6,3.25,16709.0,United Kingdom
552169,47599A,PINK PARTY BAGS,6,2.1,17800.0,United Kingdom
575607,22674,FRENCH TOILET SIGN BLUE METAL,1,2.46,14096.0,United Kingdom
544586,85014A,BLACK/BLUE POLKADOT UMBRELLA,2,5.95,17338.0,United Kingdom
537159,22866,HAND WARMER SCOTTY DOG DESIGN,3,2.1,14527.0,United Kingdom
561363,21932,SCANDINAVIAN PAISLEY PICNIC BAG,3,1.65,17238.0,United Kingdom
569866,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,4,4.95,12757.0,Portugal
556417,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,4.95,14543.0,United Kingdom
576508,21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,2,0.85,17777.0,United Kingdom
548451,22707,WRAP MONSTER FUN,50,0.42,17365.0,United Kingdom
544819,M,Manual,6,5.0,12748.0,United Kingdom
544355,21094,SET/6 RED SPOTTY PAPER PLATES,12,0.85,12714.0,France
581133,22744,MAKE YOUR OWN MONSOON CARD KIT,12,0.79,14904.0,United Kingdom
550057,85194S,HANGING SPRING FLOWER EGG SMALL,3,0.65,14606.0,United Kingdom
